date,open,high,low,close,volume,sma20,sma50,rsi14,macd,macd_signal,macd_hist
2026-01-12,145.40816995041808,149.2838402033957,143.24422150136994,148.37032852643011,51602402,,,,0.0,0.0,0.0
2026-01-13,152.30144140591176,156.67585430271475,152.11594610746664,155.3658059409413,29051832,,,,0.5580437823541615,0.11160875647083231,0.44643502588332923
2026-01-14,158.10918511208968,159.81022108629213,153.86102161919246,155.2503359867279,48341049,,,,0.9796868202459166,0.28522436922584915,0.6944624510200674
2026-01-15,159.41794503976243,160.9447281041705,156.66221948534485,158.368663177214,35017589,,,,1.547624852932131,0.5377044659671055,1.0099203869650255
2026-01-16,159.4749676714869,161.66162172025014,154.1394232529323,156.2512428179533,46745175,,,,1.8060427717859113,0.7913721271308667,1.0146706446550446
2026-01-19,157.098989440653,158.41897628391803,153.77641753841974,156.58784130473433,51482623,,,,2.014776430553752,1.0360529878154439,0.9787234427383082
2026-01-20,154.88553358204967,160.1919736996509,152.1691690747035,158.62124011740582,51326379,,,,2.31756223452453,1.2923548371572613,1.0252073973672688
2026-01-21,156.15016092053588,160.44117806030195,155.51558679976088,159.27674282135976,34483728,,,,2.5806674278709067,1.5500173552999903,1.0306500725709165
2026-01-22,157.165016180934,163.57074871795615,154.44545312547447,161.063976703406,38794435,,,,2.8999660237571163,1.8200070889914155,1.0799589347657008
2026-01-23,163.7563626269085,164.93209737772725,157.94391594953123,160.95620851045697,37981690,,,,3.1084838025921613,2.0777024317115647,1.0307813708805966
2026-01-26,161.0567066584238,163.22109194677464,158.98805139109606,160.47468067829965,24363284,,,,3.1980156392556296,2.301765073220378,0.8962505660352518
2026-01-27,161.86464133899838,163.0803622428006,159.50028775059585,161.7772479461123,27182084,,,,3.3356255424584162,2.5085371670679857,0.8270883753904306
2026-01-28,166.0906519730579,169.34899068922368,164.59583230891724,167.24162075880017,45897033,,,,3.841331126407681,2.7750959589359248,1.0662351674717563
2026-01-29,164.79513336568925,166.51685541956311,162.8807153450071,164.05693021727873,42749701,,,,3.939713963780406,3.008019559904821,0.9316944038755848
2026-01-30,165.66235836326376,167.54266525222118,163.5447727022902,165.72743413858706,47803473,,,79.54817459051054,4.105157081213463,3.22744706416655,0.8777100170469128
2026-02-02,166.30577450423704,168.4991842103077,164.5533674839169,167.34365898378874,27018924,,,74.96259033664248,4.316924957666117,3.4453426428664637,0.8715823147996535
2026-02-03,170.02921630612508,171.84825790476174,166.99774657212177,168.19223576245466,53263273,,,76.17199125277274,4.501336969052062,3.656541508103584,0.844795460948478
2026-02-04,170.3232522742623,170.96153018974587,167.40356523351244,169.02655867440356,46055908,,,73.7467883288645,4.661077700646047,3.857448746612077,0.8036289540339698
2026-02-05,164.41993118309668,169.09132143269343,162.31938023358657,167.07766649605486,28276055,,,74.30481234956483,4.577645818571995,4.001488161004061,0.5761576575679337
2026-02-06,164.4498720031559,166.97284433083595,163.97384970070183,165.68736085263336,35349810,161.33588902075212,,69.50519401712432,4.349204482787229,4.071031425360695,0.2781730574265344
2026-02-09,167.50024321656298,170.7673653750084,166.81086857065037,168.60792295369035,40443405,162.34776874211514,,70.62252002735885,4.353641957310373,4.127553531750631,0.22608842555974196
2026-02-10,166.7207040435587,168.86330285009575,164.02403104556285,167.34842735888606,41121063,162.94689981301238,,66.26238075256663,4.207031874718098,4.143449200344125,0.06358267437397291
2026-02-11,176.64739660463076,178.24417908796093,169.41699276671898,172.17071522675812,28041499,163.7929187750139,,69.93878222037182,4.428906974685816,4.200540755212463,0.22836621947335267
2026-02-12,174.41016745281107,177.78030136936377,167.86170800958809,170.2223387326318,33056549,164.38560255278477,,65.60337743442787,4.3968428229959216,4.239801168769155,0.15704165422676652
2026-02-13,167.93200752218377,170.9898496766179,164.93197300331573,169.7182000256692,24201203,165.05895041317058,,65.55345874364826,4.2813986725638244,4.248120669528089,0.03327800303573536
2026-02-16,170.38117637404653,172.32979713064722,168.80790681113726,170.21487285366774,49688892,165.74030199061724,,64.59320866005521,4.181780732748649,4.2348526821722015,-0.05307194942355231
2026-02-17,168.85823654974976,171.21678369400803,166.42935055705445,168.1245090350074,26504247,166.21546543649734,,51.728752602541256,3.889324199122882,4.165746985562338,-0.27642278643945595
2026-02-18,170.28809575008088,172.63429429591366,166.91722001978005,170.44219373388012,47852775,166.77373798212335,,62.94218787010241,3.8007553330968165,4.092748655069234,-0.29199332197241734
2026-02-19,176.11502705882305,178.6655137192627,174.7895309016535,176.76731659235048,28002011,167.55890497657055,,68.82459531015056,4.192618525540155,4.112722629163418,0.07989589637673689
2026-02-20,170.38181547486874,176.13775422392425,169.163661990935,173.87226133870027,28924023,168.2047076179827,,60.66700330985889,4.220910140120111,4.134360131354757,0.08655000876535368
2026-02-23,181.61602753827074,182.72794479705118,178.57667432888576,179.0489564090685,53756503,169.13342140452116,,65.54069295432393,4.6079301270697215,4.22907413049775,0.37885599657197133
2026-02-24,178.54691232253114,181.3431796255182,176.2654645647661,179.918930116948,44167110,170.04050551306295,,65.57582750888609,4.928038502350319,4.368867004868264,0.5591714974820547
2026-02-25,176.96965031257236,181.72685009807762,175.12941063635935,178.42086184639072,39197419,170.5994675674425,,66.43236291739689,5.003171657954766,4.495727935485565,0.5074437224692012
2026-02-26,181.22078619164765,184.02402739741981,179.3890499674719,181.13784151448874,30391502,171.453513132303,,71.55391181003569,5.221759583499335,4.640934265088319,0.5808253184110157
2026-02-27,178.5489706059541,182.58667964984295,176.36044529685296,181.2324295085863,54373871,172.22876290080296,,69.11905842987787,5.341056179013549,4.780958647873365,0.5600975311401841
2026-03-02,179.4359543574718,184.2224157687363,176.9002317200759,182.41500718484068,24652761,172.98233031085556,,72.87071509804169,5.467992116294141,4.918365341557521,0.5496267747366206
2026-03-03,187.84526677344275,190.8050312229568,183.7161057380499,184.5810937244383,55022683,173.80177320895473,,70.49108595200579,5.677923276965686,5.070276928639154,0.607646348326532
2026-03-04,186.22593519019324,188.32089013943502,182.80552878888778,184.03095348873413,24492406,174.55199294967125,,73.90344883595104,5.733807748410385,5.2029830925934,0.5308246558169847
2026-03-05,185.9101021785972,189.87944059184667,184.01741875688217,186.08241645693056,53112333,175.50223044771502,,76.88699490545879,5.875898807564653,5.337566235587651,0.5383325719770014
2026-03-06,191.55839756155896,193.09916727956403,189.61484602354798,189.84117119446785,37683639,176.70992096480677,,79.1247082947153,6.22010558445416,5.514074105360954,0.7060314790932063
2026-03-09,194.70864589432168,195.6576234872611,190.39186737358634,192.9009314065849,28242774,177.92457138745152,,85.73905632556111,6.662982300254953,5.743855744339754,0.9191265559151987
2026-03-10,193.24164469255288,194.6429006148056,191.43330895214538,193.03104942027767,39931692,179.2087024905211,,84.77842823740804,6.944413844493113,5.983967364370426,0.9604464801226866
